EventID,FeatureID,LocationID,Species,Module,CoverClass,CoverClassAll,EditDate,Outfile
CUVAWetlnd20230714,242VK2,NA,Agrostis stolonifera,9,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Allium canadense,3,2,2,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Allium canadense,3,2,2,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Alliaria petiolata,2,6,6,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Alliaria petiolata,3,6,6,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Alliaria petiolata,9,5,5,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Alliaria petiolata,2,1,1,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Alliaria petiolata,2,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Amphicarpaea bracteata,2,2,2,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Amphicarpaea bracteata,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Amphicarpaea bracteata,3,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Amphicarpaea bracteata,2,3,3,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Apios americana,1,5,5,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Apios americana,2,3,3,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Apios americana,1,5,5,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Apios americana,2,5,5,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Apios americana,3,6,6,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Apios americana,1,5,5,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Apios americana,2,6,6,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Apios americana,3,7,7,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Apocynum cannabinum,1,3,3,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Apocynum cannabinum,2,4,4,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Apocynum cannabinum,3,4,4,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Apocynum cannabinum,4,4,4,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Apocynum cannabinum,4,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Apocynum cannabinum,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Apocynum cannabinum,3,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Apocynum cannabinum,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Apocynum cannabinum,9,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Arctium minus,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Arisaema dracontium,2,2,2,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Arisaema dracontium,3,2,2,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Arisaema triphyllum subsp. triphyllum,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Artemisia sp.,2,1,1,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Asclepias incarnata,1,2,2,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Asclepias incarnata,2,1,1,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Asclepias incarnata,4,2,2,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Asclepias incarnata,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Asclepias syriaca,3,3,3,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Asclepias syriaca,1,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Asclepias syriaca,2,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Aster umbellatus,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Aster umbellatus,9,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Barbarea vulgaris,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Barbarea vulgaris,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Barbarea vulgaris,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Barbarea vulgaris,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Bidens sp 1,2,2,2,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Blephilia hirsuta,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Blephilia hirsuta,3,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Blephilia hirsuta,1,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,1047,NA,Boehmeria cylindrica,2,1,1,7/7/2023 15:11,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Boehmeria cylindrica,3,3,3,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Boehmeria cylindrica,8,2,2,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Boehmeria cylindrica,9,2,2,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,2,6,6,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,3,5,5,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,8,6,6,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,9,7,7,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Boehmeria cylindrica,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Boehmeria cylindrica,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Boehmeria cylindrica,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Boehmeria cylindrica,1,3,3,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Boehmeria cylindrica,2,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Boehmeria cylindrica,3,3,3,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Boehmeria cylindrica,3,2,2,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,1047,NA,Calystegia sepium,2,1,1,7/7/2023 15:11,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Calystegia sepium,1,3,3,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Calystegia sepium,2,3,3,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Calystegia sepium,3,4,4,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Carya cordiformis,3,1,1,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Carya cordiformis,8,1,1,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Carya cordiformis,9,1,1,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Cardamine sp.,3,1,1,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Cardamine sp.,2,2,2,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Cardamine sp.,3,2,2,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Cardamine sp.,8,3,3,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Cardamine sp.,9,2,2,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Carex sp. 1,3,1,1,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Carex sp. 1,8,2,2,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Carex sp. 1,8,1,NA,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Carex sp. 1,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Carex sp. 1,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Carex sp. 1,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Carex sp. 1,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Carex sp. 1,1,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Carex sp. 1,3,2,2,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Carex sp. 2,1,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,968PV968,NA,Celastrus orbiculatus,3,2,2,6/29/2023 18:59,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Celastrus orbiculatus,8,2,2,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Chelone glabra,8,2,2,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Chelone glabra,9,4,4,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Chelone glabra,8,2,2,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Chelone glabra,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Chelone glabra,3,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Chelone glabra,1,2,2,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Chelone glabra,2,2,2,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Cicuta bulbifera,2,1,1,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Cinna arundinacea,2,3,3,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Cinna arundinacea,3,2,2,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Cinna arundinacea,8,3,3,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Cinna arundinacea,9,3,3,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Cinna arundinacea,9,2,2,7/10/2023 21:08,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Cirsium arvense,1,2,2,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Cirsium arvense,2,2,2,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Cirsium arvense,3,2,2,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Cirsium arvense,3,3,3,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Cirsium arvense,4,4,4,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Cirsium arvense,1,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK1,NA,Cirsium arvense,4,3,3,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Cirsium arvense,2,3,3,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cirsium arvense,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cirsium arvense,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Circaea lutetiana,2,3,3,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Circaea lutetiana,3,4,4,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Circaea lutetiana,8,3,3,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Circaea lutetiana,9,3,3,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Circaea lutetiana,3,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Circaea lutetiana,8,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Circaea lutetiana,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Circaea lutetiana,1,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Circaea lutetiana,3,3,3,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Cirsium muticum,1,2,2,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cirsium vulgare,3,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Clematis virginica,2,2,2,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Clematis virginica,3,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Clematis virginica,8,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Clematis virginica,9,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Corylus americana,1,5,5,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Cornus amomum,1,5,5,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Cornus amomum,2,5,5,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Cornus amomum,3,7,7,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Cornus racemosa,2,4,4,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cornus racemosa,3,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cornus racemosa,8,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Cornus racemosa,2,4,4,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cratageus punctata,9,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Crataegus sp.,3,2,2,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Crataegus sp.,9,2,2,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Carpinus caroliniana,1,3,3,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Carpinus caroliniana,2,5,5,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Carpinus caroliniana,3,4,4,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 076/,1043,NA,Cryptotaenia canadensis,2,1,1,7/6/2023 15:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Cryptotaenia canadensis,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Carex blanda,2,3,3,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230629,1049,NA,Carex blanda,9,2,2,6/29/2023 16:40,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Carex blanda,3,2,2,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,970,NA,Carex blanda,8,2,2,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Carex bromoides,3,2,2,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230710,NA,NA,Carex bromoides,8,3,3,7/10/2023 19:41,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Carex bromoides,8,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,241VK4,NA,Carex bromoides,2,2,2,7/14/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Carex bromoides,1,6,1,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230718,241K,NA,Carex bromoides,2,5,5,7/18/2023 18:00,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd023 077/,970,NA,Carex crinita,3,3,3,7/7/2023 18:58,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Carex cristatella,1,4,4,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230627,969,NA,Carex cristatella,2,4,4,6/27/2023 18:43,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Carex cristatella,3,4,4,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230628,969,NA,Carex cristatella,4,5,5,6/28/2023 18:39,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230713,242VK2,NA,Carex cristatella,2,4,4,7/13/2023 12:03,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Carex cristatella,3,2,2,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
CUVAWetlnd20230714,242VK2,NA,Carex cristatella,8,3,3,7/14/2023 14:48,VIBI_herb_2023-08-14_113935.txt
